department,city,zip
Risaralda,La Virginia ,66400
Risaralda,Marsella ,66440
Risaralda,Mistrató ,66456
Risaralda,Pereira ,66001
Risaralda,Pueblo Rico ,66572
Risaralda,Quinchía ,66594
Risaralda,Santa Rosa De Cabal ,66682
Risaralda,Santuario,66687
"San Andrés, Providencia Y Santa Catalina",Providencia ,88564
"San Andrés, Providencia Y Santa Catalina",San Andrés ,88001
Santander,Aguada ,68013
Santander,Albania ,68020
Santander,Aratoca ,68051
Santander,Barbosa ,68077
Santander,Barichara ,68079
Santander,Barrancabermeja ,68081
Santander,Betulia ,68092
Santander,Bolívar ,68101
Santander,Bucaramanga ,68001
Santander,Cabrera ,68121
Santander,California ,68132
Santander,Capitanejo ,68147
Santander,Carcasí ,68152
Santander,Cepitá ,68160
Santander,Cerrito ,68162
Santander,Charalá ,68167
Santander,Charta ,68169
Santander,Chima ,68176
Santander,Chipatá ,68179
Santander,Cimitarra ,68190
Santander,Concepción ,68207
Santander,Confines ,68209
Santander,Contratación ,68211
Santander,Coromoro ,68217
Santander,Curití ,68229
Santander,El Carmen De Chucurí ,68235
Santander,El Guacamayo ,68245
Santander,El Peñón ,68250
Santander,El Playón ,68255
Santander,Encino ,68264
Santander,Enciso ,68266
Santander,Florián ,68271
Santander,Floridablanca ,68276
Santander,Galán ,68296
Santander,Gámbita ,68298
Santander,Girón ,68307
Santander,Guaca ,68318
Santander,Guadalupe ,68320
Santander,Guapotá ,68322
Santander,Guavatá ,68324
Santander,Güepsa ,68327
Santander,Hato ,68344
Santander,Jesús María ,68368
Santander,Jordán ,68370
Santander,La Belleza ,68377
Santander,La Paz ,68397
Santander,Landázuri ,68385
Santander,Lebrija ,68406
Santander,Los Santos ,68418
Santander,Macaravita ,68425
Santander,Málaga ,68432
Santander,Matanza ,68444
Santander,Mogotes ,68464
Santander,Molagavita ,68468
Santander,Ocamonte ,68498
Santander,Oiba ,68500
Santander,Onzaga ,68502
Santander,Palmar ,68522
Santander,Palmas Del Socorro ,68524
Santander,Páramo ,68533
Santander,Piedecuesta ,68547
Santander,Pinchote ,68549
Santander,Puente Nacional ,68572
Santander,Puerto Parra ,68573
Santander,Puerto Wilches ,68575
Santander,Rionegro ,68615
Santander,Sabana De Torres ,68655
Santander,San Andrés ,68669
Santander,San Benito ,68673
Santander,San Gil ,68679
Santander,San Joaquín ,68682
Santander,San José De Miranda ,68684
Santander,San Miguel ,68686
Santander,San Vicente De Chucurí ,68689
Santander,Santa Bárbara ,68705
Santander,Santa Helena Del Opón ,68720
Santander,Simacota ,68745
Santander,Socorro ,68755
Santander,Suaita ,68770
Santander,Sucre ,68773
Santander,Suratá ,68780
Santander,Tona ,68820
Santander,Valle De San José ,68855
Santander,Vélez ,68861
Santander,Vetas ,68867
Santander,Villanueva ,68872
Santander,Zapatoca,68895
Sucre,Buenavista ,70110
Sucre,Caimito ,70124
Sucre,Chalán ,70230
Sucre,Coloso ,70204
Sucre,Corozal ,70215
Sucre,Coveñas ,70221
Sucre,El Roble ,70233
Sucre,Galeras ,70235
Sucre,Guaranda ,70265
Sucre,La Unión ,70400
Sucre,Los Palmitos ,70418
Sucre,Majagual ,70429
Sucre,Morroa ,70473
Sucre,Ovejas ,70508
Sucre,Palmito ,70523
Sucre,Sampués ,70670
Sucre,San Benito Abad ,70678
Sucre,San Juan De Betulia ,70702
Sucre,San Luis De Sincé ,70742
Sucre,San Marcos ,70708
Sucre,San Onofre ,70713
Sucre,San Pedro ,70717
Sucre,Santiago De Tolú ,70820
Sucre,Sincelejo ,70001
Sucre,Sucre ,70771
Sucre,Tolú Viejo,70823
Tolima,Alpujarra ,73024
Tolima,Alvarado ,73026
Tolima,Ambalema ,73030
Tolima,Anzoátegui ,73043
Tolima,Armero Guayabal ,73055
Tolima,Ataco ,73067
Tolima,Cajamarca ,73124
Tolima,Carmen De Apicalá ,73148
Tolima,Casabianca ,73152
Tolima,Chaparral ,73168
Tolima,Coello ,73200
Tolima,Coyaima ,73217
Tolima,Cunday ,73226
Tolima,Dolores ,73236
Tolima,Espinal ,73268
Tolima,Falan ,73270
Tolima,Flandes ,73275
Tolima,Fresno ,73283
Tolima,Guamo ,73319
Tolima,Herveo ,73347
Tolima,Honda ,73349
Tolima,Ibagué ,73001
Tolima,Icononzo ,73352
Tolima,Lérida ,73408
Tolima,Líbano ,73411
Tolima,Melgar ,73449
Tolima,Murillo ,73461
Tolima,Natagaima ,73483
Tolima,Ortega ,73504
Tolima,Palocabildo ,73520
Tolima,Piedras ,73547
Tolima,Planadas ,73555
Tolima,Prado ,73563
Tolima,Purificación ,73585
Tolima,Rioblanco ,73616
Tolima,Roncesvalles ,73622
Tolima,Rovira ,73624
Tolima,Saldaña ,73671
Tolima,San Antonio ,73675
Tolima,San Luis ,73678
Tolima,San Sebastián De Mariquita ,73443
Tolima,Santa Isabel ,73686
Tolima,Suárez ,73770
Tolima,Valle De San Juan ,73854
Tolima,Venadillo ,73861
Tolima,Villahermosa ,73870
Tolima,Villarrica ,73873
Valle Del Cauca ,Alcalá ,76020
Valle Del Cauca ,Andalucía ,76036
Valle Del Cauca ,Ansermanuevo ,76041
Valle Del Cauca ,Argelia ,76054
Valle Del Cauca ,Bolívar ,76100
Valle Del Cauca ,Buenaventura ,76109
Valle Del Cauca ,Bugalagrande ,76113
Valle Del Cauca ,Caicedonia ,76122
Valle Del Cauca ,Cali ,76001
Valle Del Cauca ,Calima ,76126
Valle Del Cauca ,Candelaria ,76130
Valle Del Cauca ,Cartago ,76147
Valle Del Cauca ,Dagua ,76233
Valle Del Cauca ,El Águila ,76243
Valle Del Cauca ,El Cairo ,76246
Valle Del Cauca ,El Cerrito ,76248
Valle Del Cauca ,El Dovio ,76250
Valle Del Cauca ,Florida ,76275
Valle Del Cauca ,Ginebra ,76306
Valle Del Cauca ,Guacarí ,76318
Valle Del Cauca ,Guadalajara De Buga ,76111
Valle Del Cauca ,Jamundí ,76364
Valle Del Cauca ,La Cumbre ,76377
Valle Del Cauca ,La Unión ,76400
Valle Del Cauca ,La Victoria ,76403
Valle Del Cauca ,Obando ,76497
Valle Del Cauca ,Palmira ,76520
Valle Del Cauca ,Pradera ,76563
Valle Del Cauca ,Restrepo ,76606
Valle Del Cauca ,Riofrío ,76616
Valle Del Cauca ,Roldanillo ,76622
Valle Del Cauca ,San Pedro ,76670
Valle Del Cauca ,Sevilla ,76736
Valle Del Cauca ,Toro ,76823
Valle Del Cauca ,Trujillo ,76828
Valle Del Cauca ,Tuluá ,76834
Valle Del Cauca ,Ulloa ,76845
Valle Del Cauca ,Versalles ,76863
Valle Del Cauca ,Vijes ,76869
Valle Del Cauca ,Yotoco ,76890
Valle Del Cauca ,Yumbo ,76892
Valle Del Cauca ,Zarzal,76895
Vaupés,Carurú ,97161
Vaupés,Mitú ,97001
Vaupés,Pacoa ,97511
Vaupés,Papunaua ,97777
Vaupés,Taraira ,97666
Vaupés,Yavaraté,97889
Vichada,Cumaribo ,99773
Vichada,La Primavera ,99524
Vichada,Puerto Carreño ,99001
Vichada,Santa Rosalía ,99624
